osoba,dob,spol,obrazovanje_sifra,obrazovanje,izvor_vijesti_sifra,izvor_vijesti,povjerenje_medijima,minute_medija,spremnost_platiti
538,47,ženski,4,diplomska,3,TV,1,218,0
539,25,ženski,2,srednja,4,radio,7,171,0
540,80,ženski,3,viša,5,tisak,4,176,0
541,25,ženski,3,viša,2,društvene mreže,6,139,0
542,19,muški,2,srednja,4,radio,6,159,0
543,38,muški,2,srednja,1,portal,4,238,0
544,29,muški,2,srednja,5,tisak,6,131,0
545,21,muški,3,viša,2,društvene mreže,2,113,0
546,37,muški,3,viša,3,TV,4,141,0
547,31,ženski,2,srednja,2,društvene mreže,1,178,0
548,80,ženski,3,viša,1,portal,4,123,0
549,39,ženski,2,srednja,2,društvene mreže,1,191,0
550,51,ženski,3,viša,1,portal,3,69,0
551,36,ženski,2,srednja,3,TV,5,164,0
552,47,muški,2,srednja,1,portal,2,140,0
553,22,ženski,3,viša,2,društvene mreže,2,147,18
554,37,muški,2,srednja,2,društvene mreže,6,279,0
555,34,muški,4,diplomska,2,društvene mreže,3,217,0
556,34,ženski,2,srednja,1,portal,4,171,0
557,54,ženski,2,srednja,4,radio,8,162,0
558,30,ženski,2,srednja,3,TV,5,80,0
559,29,ženski,2,srednja,2,društvene mreže,2,128,0
560,45,muški,2,srednja,1,portal,2,97,0
561,42,muški,2,srednja,5,tisak,4,147,0
562,80,muški,2,srednja,3,TV,5,201,0
563,20,ženski,2,srednja,1,portal,4,94,0
564,59,ženski,1,osnovna,1,portal,5,373,0
565,51,ženski,1,osnovna,2,društvene mreže,2,97,0
566,43,ženski,2,srednja,5,tisak,7,68,0
567,54,muški,3,viša,1,portal,3,121,0
568,43,ženski,3,viša,5,tisak,6,227,0
569,51,ženski,2,srednja,1,portal,3,187,0
570,80,muški,3,viša,3,TV,5,214,36
571,51,muški,2,srednja,4,radio,7,122,0
572,44,ženski,2,srednja,3,TV,5,186,8
573,43,ženski,1,osnovna,4,radio,5,129,0
574,75,ženski,2,srednja,3,TV,10,165,0
575,50,ženski,4,diplomska,3,TV,7,88,0
576,45,muški,2,srednja,1,portal,4,164,0
577,23,ženski,2,srednja,2,društvene mreže,3,82,0
578,28,muški,1,osnovna,2,društvene mreže,3,127,0
579,25,muški,2,srednja,1,portal,4,226,0
580,43,ženski,2,srednja,4,radio,7,140,0
581,55,muški,1,osnovna,5,tisak,7,202,0
582,56,ženski,3,viša,3,TV,4,297,0
583,60,ženski,3,viša,4,radio,7,210,0
584,47,muški,3,viša,1,portal,2,197,0
585,23,muški,3,viša,4,radio,8,152,0
586,46,muški,3,viša,2,društvene mreže,5,337,24
587,57,ženski,2,srednja,4,radio,7,168,0
588,34,ženski,4,diplomska,3,TV,5,155,0
589,30,muški,4,diplomska,3,TV,3,213,53
590,50,muški,1,osnovna,4,radio,8,261,0
591,46,ženski,4,diplomska,1,portal,3,85,0
592,23,ženski,2,srednja,2,društvene mreže,2,159,0
593,35,ženski,2,srednja,2,društvene mreže,5,294,0
594,64,ženski,2,srednja,1,portal,3,64,0
595,19,muški,3,viša,2,društvene mreže,2,106,0
596,44,ženski,2,srednja,3,TV,5,279,0
597,80,muški,2,srednja,4,radio,7,165,0
598,32,ženski,4,diplomska,2,društvene mreže,3,351,0
599,41,ženski,2,srednja,1,portal,5,201,0
600,49,muški,4,diplomska,2,društvene mreže,5,271,0
601,21,ženski,2,srednja,2,društvene mreže,7,156,9
602,43,muški,2,srednja,2,društvene mreže,5,122,32
603,47,muški,2,srednja,3,TV,5,223,0
604,39,ženski,2,srednja,3,TV,4,78,0
605,31,ženski,2,srednja,5,tisak,7,192,0
606,20,ženski,3,viša,5,tisak,6,169,0
607,80,muški,3,viša,3,TV,5,165,0
608,58,muški,2,srednja,4,radio,6,112,0
609,30,ženski,1,osnovna,2,društvene mreže,5,189,0
610,45,ženski,2,srednja,5,tisak,7,97,0
611,31,muški,3,viša,2,društvene mreže,2,96,0
612,61,ženski,2,srednja,2,društvene mreže,3,220,0
613,31,ženski,3,viša,3,TV,5,92,0
614,37,muški,2,srednja,1,portal,6,188,0
615,32,ženski,2,srednja,2,društvene mreže,4,233,0
616,27,muški,2,srednja,2,društvene mreže,1,163,0
617,48,muški,2,srednja,1,portal,5,232,0
618,42,ženski,2,srednja,4,radio,6,248,0
619,30,ženski,2,srednja,2,društvene mreže,1,175,0
620,32,muški,1,osnovna,3,TV,5,103,0
621,36,muški,1,osnovna,1,portal,4,168,0
622,20,ženski,3,viša,2,društvene mreže,6,174,27
623,28,muški,1,osnovna,2,društvene mreže,7,125,11
624,36,muški,2,srednja,2,društvene mreže,4,248,0
625,29,muški,3,viša,4,radio,4,162,0
626,39,muški,4,diplomska,1,portal,6,191,0
627,33,ženski,4,diplomska,1,portal,7,228,0
628,31,muški,3,viša,3,TV,4,100,26
629,39,muški,2,srednja,3,TV,5,199,0
630,20,muški,2,srednja,2,društvene mreže,3,154,0
631,40,ženski,2,srednja,5,tisak,8,157,12
632,20,muški,3,viša,3,TV,3,227,0
633,59,muški,1,osnovna,5,tisak,6,199,0
634,37,ženski,2,srednja,2,društvene mreže,5,202,0
635,40,ženski,1,osnovna,1,portal,5,84,0
636,52,ženski,2,srednja,3,TV,4,166,0
637,47,ženski,1,osnovna,1,portal,2,171,0
638,31,muški,2,srednja,2,društvene mreže,4,133,23
639,76,muški,3,viša,3,TV,8,210,0
640,32,ženski,2,srednja,2,društvene mreže,4,266,0
641,52,muški,3,viša,4,radio,1,154,20
642,38,muški,2,srednja,2,društvene mreže,3,185,0
643,47,ženski,3,viša,1,portal,7,147,0
644,45,muški,2,srednja,1,portal,7,243,0
645,68,ženski,1,osnovna,3,TV,9,239,0
646,37,ženski,2,srednja,4,radio,9,168,17
647,46,muški,3,viša,1,portal,5,146,0
648,27,ženski,2,srednja,4,radio,5,182,0
649,28,muški,2,srednja,1,portal,5,115,0
650,42,muški,2,srednja,1,portal,5,229,0
651,47,muški,2,srednja,3,TV,7,140,0
652,36,ženski,3,viša,1,portal,5,91,68
653,80,muški,3,viša,3,TV,7,209,0
654,65,ženski,3,viša,1,portal,8,152,0
655,32,ženski,1,osnovna,1,portal,5,109,0
656,25,ženski,3,viša,2,društvene mreže,3,174,75
657,22,muški,2,srednja,1,portal,5,95,0
658,56,muški,4,diplomska,3,TV,5,138,0
659,62,muški,2,srednja,1,portal,7,123,0
660,32,muški,4,diplomska,1,portal,5,214,26
661,80,ženski,2,srednja,5,tisak,3,168,12
662,26,ženski,2,srednja,2,društvene mreže,2,212,0
663,51,ženski,1,osnovna,3,TV,6,201,0
664,48,ženski,4,diplomska,2,društvene mreže,5,204,0
665,27,ženski,2,srednja,1,portal,3,182,0
666,24,muški,2,srednja,2,društvene mreže,1,148,0
667,32,ženski,2,srednja,3,TV,5,183,0
668,35,muški,2,srednja,2,društvene mreže,4,148,0
669,20,ženski,2,srednja,2,društvene mreže,5,129,0
670,28,ženski,3,viša,2,društvene mreže,2,132,0
671,37,muški,1,osnovna,1,portal,2,83,0
672,20,muški,3,viša,2,društvene mreže,1,64,0
673,29,ženski,2,srednja,2,društvene mreže,6,190,0
674,21,ženski,1,osnovna,2,društvene mreže,3,100,0
675,46,muški,2,srednja,3,TV,4,82,19
676,58,ženski,4,diplomska,4,radio,5,218,0
677,31,muški,2,srednja,3,TV,3,104,0
678,34,ženski,3,viša,2,društvene mreže,8,130,0
679,38,muški,2,srednja,2,društvene mreže,3,102,0
680,25,muški,4,diplomska,2,društvene mreže,4,148,0
681,27,ženski,2,srednja,2,društvene mreže,5,102,0
682,23,muški,2,srednja,4,radio,1,206,0
683,28,muški,2,srednja,1,portal,7,118,0
684,80,muški,2,srednja,1,portal,9,269,15
685,36,muški,2,srednja,3,TV,6,267,0
686,29,muški,1,osnovna,1,portal,7,183,0
687,51,muški,2,srednja,5,tisak,7,84,0
688,62,muški,2,srednja,3,TV,7,206,0
689,32,muški,1,osnovna,1,portal,6,168,0
690,69,muški,2,srednja,5,tisak,4,85,0
691,40,muški,2,srednja,4,radio,3,183,19
692,64,muški,4,diplomska,3,TV,6,112,0
693,32,ženski,2,srednja,2,društvene mreže,4,82,0
694,40,muški,3,viša,2,društvene mreže,5,261,0
695,40,muški,2,srednja,3,TV,7,260,0
696,42,ženski,2,srednja,2,društvene mreže,5,141,0
697,34,ženski,1,osnovna,1,portal,8,114,0
698,37,muški,2,srednja,3,TV,6,172,27
699,22,ženski,3,viša,2,društvene mreže,6,98,0
700,42,ženski,4,diplomska,2,društvene mreže,5,190,29
701,22,ženski,1,osnovna,1,portal,2,131,0
702,62,muški,4,diplomska,3,TV,6,254,0
703,27,ženski,2,srednja,2,društvene mreže,2,209,0
704,33,ženski,4,diplomska,2,društvene mreže,3,145,0
705,45,muški,2,srednja,1,portal,3,114,0
706,80,ženski,2,srednja,4,radio,5,315,0
707,30,muški,2,srednja,4,radio,3,111,0
708,58,muški,2,srednja,2,društvene mreže,2,124,0
709,75,muški,3,viša,1,portal,5,150,0
710,29,muški,4,diplomska,2,društvene mreže,3,112,36
711,21,ženski,2,srednja,2,društvene mreže,5,116,0
712,62,ženski,2,srednja,3,TV,6,174,0
713,69,ženski,2,srednja,1,portal,5,197,0
714,49,muški,3,viša,4,radio,5,182,0
715,48,muški,1,osnovna,1,portal,5,65,0
716,78,muški,1,osnovna,3,TV,8,219,5
717,45,muški,4,diplomska,1,portal,1,204,0
718,39,muški,2,srednja,3,TV,6,203,0
719,62,ženski,2,srednja,4,radio,7,138,0
720,72,ženski,1,osnovna,4,radio,8,234,0
721,41,muški,2,srednja,1,portal,4,206,88
722,24,ženski,3,viša,2,društvene mreže,3,90,0
723,48,muški,2,srednja,2,društvene mreže,1,132,0
724,22,ženski,2,srednja,2,društvene mreže,6,148,0
725,30,muški,4,diplomska,2,društvene mreže,1,151,0
726,39,muški,3,viša,2,društvene mreže,6,62,17
727,22,ženski,2,srednja,1,portal,4,107,0
728,45,muški,2,srednja,1,portal,6,255,15
729,39,ženski,2,srednja,1,portal,3,122,25
730,36,ženski,3,viša,1,portal,6,110,0
731,27,ženski,4,diplomska,3,TV,8,155,0
732,52,muški,4,diplomska,1,portal,5,195,0
733,24,ženski,2,srednja,3,TV,6,109,0
734,39,muški,2,srednja,1,portal,3,89,0
735,24,muški,2,srednja,2,društvene mreže,5,139,0
736,48,muški,4,diplomska,3,TV,9,188,0
737,38,ženski,2,srednja,2,društvene mreže,1,194,0
738,40,muški,2,srednja,2,društvene mreže,4,150,0
739,32,ženski,3,viša,1,portal,4,177,0
740,45,muški,2,srednja,1,portal,6,200,0
741,22,muški,3,viša,5,tisak,6,169,0
742,31,ženski,3,viša,1,portal,7,142,14
743,30,muški,2,srednja,2,društvene mreže,5,257,0
744,33,muški,3,viša,2,društvene mreže,4,147,0
745,56,muški,2,srednja,1,portal,7,141,0
746,49,ženski,3,viša,4,radio,4,101,22
747,35,ženski,1,osnovna,3,TV,7,163,0
748,29,ženski,3,viša,1,portal,7,202,45
749,46,ženski,1,osnovna,3,TV,2,221,9
750,23,muški,2,srednja,1,portal,6,143,15
751,31,muški,2,srednja,1,portal,3,183,0
752,61,ženski,1,osnovna,1,portal,5,262,0
753,36,muški,2,srednja,4,radio,5,179,0
754,28,ženski,2,srednja,2,društvene mreže,6,94,0
755,46,muški,2,srednja,2,društvene mreže,4,321,0
756,29,muški,1,osnovna,3,TV,4,109,5
757,51,muški,1,osnovna,3,TV,10,144,0
758,52,muški,3,viša,1,portal,9,120,39
759,30,ženski,2,srednja,3,TV,6,160,23
760,30,muški,2,srednja,2,društvene mreže,2,157,0
761,31,muški,1,osnovna,2,društvene mreže,3,163,22
762,39,muški,2,srednja,3,TV,4,193,32
763,29,ženski,1,osnovna,2,društvene mreže,5,223,0
764,67,ženski,4,diplomska,3,TV,9,90,33
765,49,ženski,1,osnovna,3,TV,8,106,0
766,26,ženski,4,diplomska,2,društvene mreže,5,238,0
767,49,ženski,3,viša,1,portal,6,146,0
768,62,ženski,2,srednja,3,TV,10,168,0
769,34,muški,3,viša,2,društvene mreže,5,98,19
770,38,ženski,2,srednja,5,tisak,5,157,0
771,39,muški,1,osnovna,4,radio,5,162,6
772,38,ženski,2,srednja,5,tisak,3,189,0
773,25,muški,2,srednja,2,društvene mreže,5,90,0
774,44,muški,2,srednja,4,radio,6,189,0
775,25,ženski,2,srednja,2,društvene mreže,4,150,42
776,58,muški,1,osnovna,1,portal,8,223,0
777,37,muški,3,viša,2,društvene mreže,6,99,0
778,54,muški,2,srednja,2,društvene mreže,3,251,0
779,23,ženski,1,osnovna,3,TV,4,199,0
780,58,muški,2,srednja,5,tisak,6,189,15
781,27,muški,2,srednja,2,društvene mreže,4,157,0
782,53,muški,2,srednja,5,tisak,7,135,0
783,25,muški,2,srednja,2,društvene mreže,4,200,0
784,24,ženski,1,osnovna,1,portal,4,172,0
785,53,ženski,4,diplomska,1,portal,4,63,0
786,37,ženski,4,diplomska,5,tisak,4,159,0
787,35,ženski,3,viša,1,portal,3,193,0
788,42,muški,1,osnovna,1,portal,7,241,0
789,48,ženski,2,srednja,1,portal,4,166,0
790,53,ženski,1,osnovna,4,radio,5,178,0
791,42,ženski,3,viša,2,društvene mreže,4,203,73
792,26,muški,3,viša,2,društvene mreže,3,145,0
793,70,muški,3,viša,4,radio,7,140,15
794,57,muški,1,osnovna,5,tisak,8,157,11
795,58,ženski,2,srednja,1,portal,6,94,0
796,69,muški,3,viša,4,radio,6,264,30
797,44,ženski,1,osnovna,2,društvene mreže,7,145,0
798,33,muški,2,srednja,2,društvene mreže,6,246,0
799,46,ženski,1,osnovna,3,TV,6,102,0
800,33,muški,2,srednja,2,društvene mreže,4,198,0
801,24,muški,2,srednja,1,portal,2,96,0
802,54,ženski,2,srednja,5,tisak,6,233,21
803,33,muški,2,srednja,4,radio,8,311,0
804,46,ženski,4,diplomska,4,radio,7,195,0
805,39,ženski,2,srednja,1,portal,4,173,0
806,52,muški,2,srednja,3,TV,5,214,0
807,58,ženski,2,srednja,1,portal,4,215,0
808,35,muški,3,viša,2,društvene mreže,1,102,0
809,26,ženski,2,srednja,1,portal,1,173,0
810,34,ženski,1,osnovna,2,društvene mreže,4,95,0
811,66,ženski,4,diplomska,1,portal,7,108,0
812,80,muški,2,srednja,3,TV,5,141,0
813,47,ženski,2,srednja,1,portal,3,154,0
814,22,muški,2,srednja,1,portal,6,139,0
815,63,muški,2,srednja,5,tisak,4,279,22
816,24,muški,3,viša,4,radio,6,215,0
817,47,muški,2,srednja,1,portal,4,136,0
818,41,muški,2,srednja,3,TV,2,260,0
819,47,muški,1,osnovna,2,društvene mreže,4,182,0
820,80,ženski,2,srednja,4,radio,8,249,0
821,35,muški,2,srednja,2,društvene mreže,3,234,0
822,38,muški,1,osnovna,1,portal,7,307,0
823,51,muški,2,srednja,3,TV,4,201,0
824,48,ženski,3,viša,1,portal,4,168,0
825,53,ženski,4,diplomska,3,TV,7,205,0
826,80,ženski,1,osnovna,4,radio,3,238,0
827,39,muški,3,viša,1,portal,2,172,0
828,32,ženski,2,srednja,4,radio,6,175,0
829,19,muški,2,srednja,2,društvene mreže,3,108,0
830,57,ženski,1,osnovna,3,TV,3,252,0
831,36,ženski,2,srednja,2,društvene mreže,3,181,20
832,31,ženski,3,viša,1,portal,3,197,0
833,67,ženski,1,osnovna,5,tisak,8,265,0
834,31,muški,2,srednja,3,TV,2,158,0
835,29,ženski,2,srednja,3,TV,5,175,0
836,80,ženski,4,diplomska,4,radio,9,205,22
837,56,ženski,4,diplomska,1,portal,8,193,0
838,23,muški,2,srednja,1,portal,1,124,0
839,27,muški,3,viša,2,društvene mreže,4,156,0
840,35,ženski,1,osnovna,1,portal,2,318,0
841,36,ženski,2,srednja,2,društvene mreže,4,147,0
842,19,muški,2,srednja,2,društvene mreže,5,79,0
843,33,muški,4,diplomska,2,društvene mreže,6,113,12
844,32,muški,1,osnovna,1,portal,7,194,0
845,53,ženski,3,viša,4,radio,5,189,0
846,48,ženski,2,srednja,1,portal,7,65,15
847,25,ženski,2,srednja,2,društvene mreže,7,85,0
848,27,muški,4,diplomska,2,društvene mreže,1,97,0
849,27,muški,3,viša,2,društvene mreže,2,183,0
850,43,ženski,3,viša,1,portal,2,147,0
851,26,muški,2,srednja,4,radio,3,110,0
852,41,ženski,1,osnovna,3,TV,5,108,0
853,57,ženski,2,srednja,4,radio,3,168,0
854,26,muški,3,viša,2,društvene mreže,3,177,0
855,40,muški,4,diplomska,4,radio,4,214,28
856,33,ženski,1,osnovna,2,društvene mreže,3,166,0
857,38,muški,1,osnovna,4,radio,7,105,42
858,29,muški,2,srednja,1,portal,1,120,0
859,34,ženski,2,srednja,2,društvene mreže,2,189,0
860,28,muški,2,srednja,1,portal,3,161,0
861,27,ženski,2,srednja,2,društvene mreže,7,99,0
862,35,ženski,2,srednja,1,portal,6,127,0
863,25,muški,4,diplomska,3,TV,6,197,0
864,40,muški,4,diplomska,2,društvene mreže,3,142,49
865,27,ženski,3,viša,3,TV,5,32,0
866,61,muški,3,viša,3,TV,8,269,6
867,26,ženski,2,srednja,5,tisak,4,108,0
868,40,ženski,4,diplomska,3,TV,6,317,0
869,26,ženski,2,srednja,1,portal,6,96,27
870,61,muški,2,srednja,1,portal,3,223,0
871,37,muški,2,srednja,5,tisak,4,127,0
872,35,ženski,3,viša,1,portal,7,111,0
873,42,ženski,3,viša,1,portal,1,121,0
874,71,muški,3,viša,3,TV,8,150,18
875,55,ženski,2,srednja,1,portal,5,229,0
876,80,muški,1,osnovna,2,društvene mreže,8,220,0
877,41,ženski,2,srednja,5,tisak,2,277,0
878,67,muški,1,osnovna,5,tisak,5,226,0
879,29,muški,4,diplomska,3,TV,6,125,0
880,66,ženski,2,srednja,3,TV,5,257,0
881,33,ženski,2,srednja,1,portal,8,144,0
882,73,muški,4,diplomska,3,TV,7,264,0
883,19,muški,3,viša,2,društvene mreže,2,99,28
884,67,muški,2,srednja,5,tisak,8,247,0
885,27,ženski,2,srednja,3,TV,4,84,0
886,66,muški,2,srednja,4,radio,9,151,30
887,33,muški,4,diplomska,2,društvene mreže,7,152,10
888,69,muški,2,srednja,5,tisak,4,106,0
889,38,muški,2,srednja,1,portal,6,225,0
890,28,muški,2,srednja,4,radio,5,146,0
891,54,ženski,2,srednja,3,TV,4,219,0
892,39,ženski,2,srednja,1,portal,2,193,0
893,22,ženski,1,osnovna,2,društvene mreže,6,158,0
894,49,muški,2,srednja,2,društvene mreže,4,179,0
895,40,ženski,1,osnovna,1,portal,8,104,0
896,28,muški,3,viša,4,radio,7,136,0
897,43,muški,2,srednja,3,TV,1,178,21
898,35,ženski,2,srednja,5,tisak,4,154,0
899,74,muški,3,viša,5,tisak,8,181,0
900,31,ženski,3,viša,2,društvene mreže,3,119,0
901,55,muški,2,srednja,1,portal,5,124,0
902,29,ženski,3,viša,2,društvene mreže,2,191,0
903,31,ženski,2,srednja,3,TV,6,122,22
904,77,ženski,4,diplomska,1,portal,7,169,0
905,80,muški,4,diplomska,3,TV,7,341,0
906,40,ženski,2,srednja,1,portal,4,131,0
907,18,ženski,2,srednja,2,društvene mreže,5,173,19
908,25,ženski,1,osnovna,2,društvene mreže,2,122,0
909,57,muški,4,diplomska,5,tisak,6,227,0
910,32,muški,4,diplomska,3,TV,8,105,40
911,30,ženski,2,srednja,1,portal,6,200,0
912,29,muški,1,osnovna,1,portal,5,256,0
913,23,ženski,4,diplomska,2,društvene mreže,1,176,22
914,24,muški,3,viša,3,TV,5,172,30
915,38,ženski,3,viša,1,portal,3,137,18
916,34,ženski,3,viša,1,portal,9,183,0
917,36,muški,2,srednja,3,TV,5,135,5
918,51,ženski,2,srednja,5,tisak,8,166,0
919,24,ženski,2,srednja,2,društvene mreže,5,204,0
920,27,muški,2,srednja,1,portal,3,66,0
921,69,ženski,2,srednja,3,TV,5,198,37
922,27,muški,3,viša,4,radio,7,210,0
923,23,ženski,2,srednja,2,društvene mreže,5,223,0
924,27,muški,1,osnovna,2,društvene mreže,6,163,0
925,53,muški,2,srednja,4,radio,9,296,0
926,41,ženski,1,osnovna,2,društvene mreže,5,155,0
927,37,muški,4,diplomska,5,tisak,9,157,10
928,55,muški,4,diplomska,1,portal,5,152,0
929,28,ženski,4,diplomska,1,portal,5,163,19
930,54,ženski,3,viša,1,portal,10,284,0
931,70,ženski,3,viša,1,portal,3,205,26
932,38,ženski,2,srednja,2,društvene mreže,3,108,0
933,54,ženski,1,osnovna,2,društvene mreže,5,164,0
934,20,muški,1,osnovna,2,društvene mreže,6,145,0
935,46,ženski,1,osnovna,1,portal,4,84,0
936,24,ženski,1,osnovna,1,portal,2,267,0
937,80,muški,2,srednja,4,radio,10,189,7
938,43,muški,1,osnovna,4,radio,3,218,0
939,47,ženski,4,diplomska,2,društvene mreže,5,235,0
940,29,muški,2,srednja,2,društvene mreže,2,97,7
941,21,muški,2,srednja,2,društvene mreže,3,102,7
942,20,ženski,2,srednja,1,portal,2,208,0
943,42,muški,2,srednja,3,TV,4,147,0
944,53,muški,3,viša,4,radio,5,139,0
945,20,muški,2,srednja,2,društvene mreže,7,143,0
946,67,muški,4,diplomska,3,TV,6,200,0
947,33,ženski,2,srednja,1,portal,3,116,35
948,55,ženski,2,srednja,3,TV,4,241,0
949,42,muški,2,srednja,2,društvene mreže,3,172,0
950,58,muški,2,srednja,1,portal,4,218,0
951,23,ženski,2,srednja,1,portal,3,108,0
952,29,ženski,2,srednja,1,portal,3,94,0
953,34,muški,1,osnovna,4,radio,7,53,0
954,42,muški,2,srednja,3,TV,4,236,0
955,57,muški,3,viša,3,TV,5,235,0
956,27,muški,2,srednja,3,TV,6,119,24
957,43,muški,3,viša,3,TV,6,255,0
958,40,muški,1,osnovna,2,društvene mreže,3,214,0
959,30,ženski,2,srednja,3,TV,6,280,0
960,22,muški,1,osnovna,1,portal,3,95,40
961,63,ženski,1,osnovna,5,tisak,8,193,9
962,76,ženski,2,srednja,3,TV,5,137,0
963,34,muški,1,osnovna,2,društvene mreže,1,237,0
964,36,muški,1,osnovna,3,TV,6,245,0
965,44,muški,3,viša,2,društvene mreže,3,288,0
966,35,ženski,3,viša,2,društvene mreže,3,283,0
967,39,ženski,3,viša,2,društvene mreže,4,259,0
968,22,muški,2,srednja,2,društvene mreže,2,103,62
969,23,muški,2,srednja,2,društvene mreže,4,99,0
970,36,ženski,2,srednja,1,portal,2,191,0
971,70,muški,1,osnovna,3,TV,6,307,0
972,24,muški,2,srednja,2,društvene mreže,5,203,0
973,28,muški,1,osnovna,1,portal,4,108,0
974,44,ženski,2,srednja,3,TV,9,192,0
975,51,ženski,2,srednja,3,TV,7,110,0
976,34,muški,1,osnovna,4,radio,3,241,54
977,44,ženski,4,diplomska,1,portal,4,206,0
978,29,muški,4,diplomska,1,portal,6,180,12
979,80,muški,2,srednja,3,TV,6,165,0
980,80,ženski,2,srednja,3,TV,5,232,0
981,47,ženski,2,srednja,2,društvene mreže,4,130,0
982,22,ženski,2,srednja,2,društvene mreže,5,133,0
983,38,muški,2,srednja,1,portal,7,92,0
984,34,ženski,2,srednja,2,društvene mreže,6,254,0
985,44,ženski,2,srednja,1,portal,5,257,0
986,18,ženski,1,osnovna,2,društvene mreže,1,142,0
987,34,muški,2,srednja,2,društvene mreže,5,218,31
988,37,ženski,1,osnovna,1,portal,3,144,0
989,35,ženski,2,srednja,2,društvene mreže,5,200,0
990,67,muški,3,viša,3,TV,5,242,0
991,30,muški,2,srednja,2,društvene mreže,4,206,0
992,37,muški,3,viša,2,društvene mreže,2,175,0
993,31,muški,2,srednja,2,društvene mreže,6,116,0
994,56,ženski,2,srednja,3,TV,6,252,0
995,29,ženski,3,viša,1,portal,3,194,0
996,39,ženski,2,srednja,1,portal,8,128,0
997,33,ženski,3,viša,2,društvene mreže,2,280,0
998,52,ženski,1,osnovna,3,TV,6,129,0
999,50,muški,4,diplomska,2,društvene mreže,6,160,0
1000,57,muški,2,srednja,3,TV,7,153,0
1001,59,ženski,4,diplomska,4,radio,5,359,0
1002,20,ženski,1,osnovna,2,društvene mreže,2,96,0
1003,30,ženski,2,srednja,2,društvene mreže,4,56,0
1004,21,muški,2,srednja,2,društvene mreže,2,218,0
1005,28,muški,1,osnovna,2,društvene mreže,3,106,0
1006,53,muški,4,diplomska,1,portal,6,161,0
1007,26,muški,2,srednja,2,društvene mreže,7,101,0
1008,37,muški,1,osnovna,3,TV,4,81,0
1009,45,muški,2,srednja,3,TV,5,170,24
1010,60,ženski,2,srednja,3,TV,6,102,0
1011,48,muški,3,viša,3,TV,6,224,8
1012,37,ženski,2,srednja,1,portal,5,259,0
1013,80,ženski,2,srednja,1,portal,6,323,0
1014,25,ženski,2,srednja,2,društvene mreže,4,127,0
1015,36,ženski,3,viša,2,društvene mreže,3,83,0
1016,39,ženski,2,srednja,2,društvene mreže,1,192,0
1017,75,ženski,3,viša,3,TV,6,354,17
1018,34,ženski,2,srednja,1,portal,4,121,0
1019,62,muški,2,srednja,5,tisak,9,213,0
1020,37,muški,2,srednja,2,društvene mreže,4,84,44
1021,25,muški,2,srednja,1,portal,1,112,26
1022,48,muški,4,diplomska,1,portal,6,96,0
1023,33,ženski,2,srednja,3,TV,3,184,19
1024,52,ženski,3,viša,3,TV,5,140,0
1025,40,ženski,1,osnovna,5,tisak,7,212,63
1026,30,ženski,3,viša,1,portal,1,212,8
1027,33,ženski,2,srednja,1,portal,6,141,20
1028,30,muški,2,srednja,2,društvene mreže,3,194,23
1029,64,muški,1,osnovna,3,TV,6,284,0
